LOC,CYCLO,LENGTH,VOLUME,DIFFICULTY,INT_FAN_IN,INT_FAN_OUT,NUM_OPERATORS,NUM_OPERANDS,BRANCH_COUNT,DEFECT_LABEL
0.139100346,0,0.067820069,0.651788855,0.91727071,0.333333333,0.111111111,0.683026585,0.721311475,0.857142857,1
0.688581315,0.695652174,0.875778547,0.314021429,0.861592616,0.444444444,0.444444444,0.443762781,0.581967213,0.071428571,0
0.18615917,0,0.374048443,0.25425425,0.033135049,0.777777778,0.222222222,0.233128834,0.668032787,0.857142857,0
0.564013841,0.608695652,0.997577855,0.819455615,0.78882225,0.222222222,0.111111111,0.137014315,0.206967213,0.714285714,0
0.89550173,0.956521739,0.409342561,0.880051183,0.411128143,0.666666667,0,0.609406953,0.125,0.5,0
0.314878893,0.043478261,0.348442907,0.525495911,0.875553067,0.555555556,1,0.662576687,0.354508197,0.071428571,1
0.882352941,0.565217391,0.947058824,0.244267469,0.638743467,0,0.222222222,0.985685072,0.573770492,0,0
0.703114187,0.869565217,0.424913495,0.112808347,0.835296325,0.666666667,0,0.809815951,0.899590164,0.642857143,0
0.204152249,0.304347826,0.357785467,0.087032373,0.499609383,0.666666667,0,0.803680982,0.596311475,0.142857143,0
0.497577855,0.304347826,0.168858131,0.719230391,0.535360268,0,0,0.151329243,0.459016393,0.571428571,1
0.233217993,0.782608696,0.094809689,0.42012972,0.142997689,0.888888889,0.777777778,0.950920245,0.010245902,0.785714286,0
0.607612457,0.260869565,0.947750865,0.905601269,0.785421314,0.555555556,0.222222222,0.983640082,0.256147541,0.142857143,0
0.744636678,0.782608696,0.791695502,0.739834023,0.41921383,0.111111111,0,0.208588957,0.864754098,0.571428571,0
0.547404844,0.217391304,0.428373702,0.191162743,0.500260594,0.444444444,0.666666667,0.605316973,0.18442623,0.428571429,1
0.149480969,0.217391304,0.440484429,0.613880364,0.786536572,0.333333333,1,1,0.862704918,0.857142857,0
0.528027682,0.086956522,0.042906574,0.435523752,0.599461934,0.666666667,0.222222222,0.36196319,0.385245902,0.642857143,0
0.129411765,0.260869565,0.074394464,0.577335332,0.199959169,0.777777778,0.777777778,0.437627812,0.731557377,0,0
0.262283737,0.782608696,0.417647059,0.738231085,0.590811167,0,0.333333333,0.928425358,0.971311475,0.642857143,0
0.340484429,0.304347826,0.430795848,0.806390191,0.407405169,0.444444444,0.333333333,0.642126789,0.942622951,0.285714286,1
0.73633218,0.391304348,0.879238754,0.843949461,0.469571116,0.222222222,0.444444444,0.077709611,0.104508197,0.571428571,1
0.816608997,0.826086957,0.855709343,0.253906978,0.026408842,0,0.555555556,0.527607362,0.491803279,0.785714286,0
0.009688581,0.608695652,0.317301038,0.030941885,0.208929221,0.222222222,0.666666667,0.415132924,0.991803279,1,0
0.044290657,0.608695652,0.455363322,0.739457279,0.280251464,0.555555556,0.333333333,0.012269939,0.266393443,1,0
0.359861592,0,0.760207612,0.106205731,0.71408037,0.666666667,0.777777778,0.098159509,1,0.142857143,0
0.946020761,0.826086957,0.84083045,0.31488063,0.009515784,0.777777778,0.555555556,0.051124744,0.950819672,0.571428571,0
0.797231834,0.260869565,0.574394464,0.003630458,0.408554625,0.333333333,0,0.327198364,0.741803279,0.285714286,0
0.447750865,0.130434783,0.105882353,0.681804664,0.926079114,0.222222222,0,0.72801636,0.225409836,0.571428571,0
0.751557093,0.217391304,0.469896194,0.16702288,0.110347151,0.444444444,0.888888889,0.357873211,0.834016393,0.642857143,0
0.804152249,0,0.680968858,0.655405062,0.516677025,0.888888889,1,0.159509202,0.010245902,0.357142857,1
0.409688581,0.173913043,0.966089965,0.992025028,0.78796753,0.555555556,0.555555556,0.00204499,0.467213115,0.571428571,1
0.270588235,0.956521739,0.307958478,0.072516888,0.944665251,0.888888889,1,0.99795501,0.31557377,0.428571429,1
0.289273356,0,0.129065744,0.076926121,0.748046306,0.555555556,0.777777778,0.781186094,0.399590164,0.428571429,0
0.199307958,0.130434783,0.703114187,0.340353223,0.72171949,0.111111111,0.666666667,0.928425358,0.657786885,0.5,1
0.261591696,0.913043478,0.471626298,0.866609404,0.82810969,0.444444444,0.555555556,0.848670757,0.741803279,0.428571429,0
0.15916955,0.043478261,0.043944637,0.215443718,0.446143816,0.888888889,0.333333333,0.267893661,0.452868852,0.785714286,0
0.703806228,0.391304348,0.350519031,0.360360446,0.807374989,0.777777778,0.666666667,0.562372188,0.74795082,0.571428571,1
0.027681661,0.173913043,0.622145329,0.068349445,0.005972139,0.666666667,0.888888889,0.237218814,1,0.714285714,0
0.72733564,0.391304348,0.939446367,0.763329164,0.926615658,0,1,0.333333333,0.508196721,0.571428571,0
0.092733564,0,0.477508651,0.408311726,0.443236324,0.333333333,1,0.586912065,0.823770492,0.357142857,0
0.138408304,0.913043478,0.178200692,0.759420751,0.553795989,0.666666667,0.666666667,0.055214724,0.165983607,0.428571429,0
0.539100346,0.217391304,0.524913495,0.903848407,0.253980151,0.666666667,0,0.678936605,0.487704918,0.071428571,0
0.642906574,0.52173913,0.029065744,0.232685179,0.743781753,0.555555556,1,0,0.774590164,1,0
0.730795848,0.608695652,0.414186851,0.80759091,0.074946732,0.777777778,0.888888889,0.382413088,0.805327869,0.571428571,1
0.741176471,0.130434783,0.815570934,0.05893346,0.87446115,0.555555556,0.333333333,0.112474438,0.733606557,0.785714286,0
0.347404844,0.52173913,0.394809689,0.899085691,0.82974562,1,0.222222222,0.069529652,0.657786885,0.857142857,0
0.280968858,1,0.855709343,0.650889057,0.214986614,0.222222222,0.333333333,0.226993865,0.961065574,0,0
0.556401384,0.826086957,0.689273356,0.874453336,0.810870219,0.333333333,0.333333333,0.582822086,0.534836066,0,0
0.067820069,1,0.747404844,0,0.787802154,0.222222222,1,0.63190184,0.829918033,0.142857143,1
0.47266436,0.608695652,0.104152249,0.168972865,0.632980469,0,0.111111111,0.071574642,0.383196721,0.785714286,0
0.501730104,0.304347826,0.965397924,0.389755964,0.373141877,1,0,0.895705521,0.928278689,0.357142857,0
0.664359862,0.173913043,0.202768166,0.37949461,0.270670019,0.444444444,1,0.441717791,0.745901639,0.285714286,0
0.423529412,0.608695652,0.34083045,0.22664955,0.230779509,0,0,0.161554192,0.590163934,1,1
0.444290657,0.130434783,0.644290657,0.381604648,0.317988224,0,0.777777778,0.6400818,0.737704918,0.071428571,1
0.711418685,0.47826087,0.118685121,0.128721403,0.905520317,0.111111111,0.111111111,0.167689162,0.821721311,0.571428571,0
0.858823529,0.52173913,0.280968858,0.412768628,0.075956138,0.333333333,1,0.130879346,0.114754098,0.928571429,0
0.347404844,0.043478261,0.687197232,0.802546815,0.830503399,0.555555556,0.444444444,0.662576687,0.014344262,0.857142857,0
0.530103806,0.782608696,0.985121107,0.479109046,0.348403031,0.777777778,0.333333333,0.259713701,0.618852459,0.642857143,0
0.274740484,0.782608696,0.452941176,0.017820147,0.521874881,0.222222222,0.777777778,0.625766871,0.231557377,0.928571429,0
0.602076125,0.130434783,0.691349481,0.421455663,0.79596594,0,0.111111111,0.042944785,0.426229508,0.214285714,1
0.549480969,0.130434783,0.579930796,0.02699943,0.886253731,0.222222222,1,0.439672802,0.079918033,0.214285714,0
0.271280277,0.434782609,0.458823529,0.966513714,0.344276236,0.222222222,0.888888889,0.216768916,0.618852459,0.285714286,1
0.142560554,0.173913043,0.377508651,0.127325988,0.461855138,0.444444444,0.666666667,0.220858896,0.350409836,1,0
0.7183391,0.826086957,0.832871972,0.707835862,0.414318766,0.333333333,0.666666667,0.758691207,0.475409836,0.5,0
0.616608997,0.434782609,0.348788927,0.973049728,0.011282108,0.333333333,0,0.72801636,0.571721311,0.642857143,0
0.597231834,0.391304348,0.242906574,0.826242783,0.295222077,0.888888889,0.111111111,0.36809816,0.758196721,0.214285714,0
0.51349481,0.304347826,0.198269896,0.699458936,0.459189172,0.666666667,0.333333333,0.72597137,0.155737705,0.285714286,0
0.874740484,0.217391304,0.556055363,0.839671014,0.4108812,0.333333333,0.333333333,0.333333333,0.217213115,0.785714286,0
0.389619377,0.217391304,0.384429066,0.982076383,0.72308919,0.222222222,0.222222222,0.137014315,0.571721311,0.214285714,0
0.705882353,0.304347826,0.237370242,0.621451036,0.384475135,0.555555556,0.666666667,0.595092025,0.821721311,0.928571429,0
0.065743945,0.956521739,0.978200692,0.55926183,0.489509667,0.222222222,0.777777778,0.36605317,0.075819672,0.357142857,0
0.334948097,0.608695652,0.910380623,0.628347922,0.429477929,0.555555556,0.111111111,0.36809816,0.239754098,0.785714286,0
0.989619377,0.565217391,0.911764706,0.532740323,0.74186866,0.888888889,0.333333333,0.950920245,0.682377049,0.142857143,0
0.15916955,0.434782609,0.168512111,0.63520217,0.864755081,0.555555556,0.222222222,0.885480573,0.68442623,0.5,0
0.517647059,0.47826087,0.465743945,0.449867313,0.532209994,0.333333333,0.111111111,0.946830266,0.051229508,0.357142857,0
0.826297578,0.52173913,0.170242215,0.218358415,0.790890189,0.444444444,0.555555556,0.343558282,0.209016393,0.642857143,0
0.373702422,0.304347826,0.576470588,0.120115833,0.296069596,0.555555556,0.333333333,0.8200409,0.147540984,0.285714286,1
0.732871972,0.739130435,0.566089965,0.068184896,0.541732383,0.222222222,0.555555556,0.042944785,0.387295082,0.857142857,1
0.362629758,0,0.005882353,0.263252323,0.34472675,0.777777778,0.111111111,0.132924335,0.659836066,1,0
0.818685121,0.608695652,0.84532872,0.045956976,0.414002236,0.333333333,0.333333333,0.040899796,0.297131148,0.071428571,0
0.876124567,0.304347826,0.34567474,0.567251595,0.733620118,0.777777778,0.555555556,0.202453988,0.518442623,0.642857143,0
0.767474048,0.434782609,0.293771626,0.283774726,0.883527683,1,0.444444444,0.783231084,0.577868852,0.642857143,1
0.399307958,0.47826087,0.479930796,0.824737825,0.120004376,1,0.222222222,0.611451943,0.432377049,0.428571429,0
0.471280277,0.47826087,0.46816609,0.074087635,0.635413824,0.222222222,0.777777778,0.208588957,0.24795082,0.071428571,0
0.384775087,0.130434783,0.47266436,0.226270482,0.582686603,1,0.666666667,0.09406953,0.418032787,0,1
0.700346021,0.652173913,0.283737024,0.730404394,0.116910424,0.666666667,0.222222222,0.077709611,0.850409836,0.428571429,0
0.446366782,0.130434783,0.156747405,0.598904134,0.210802436,0.888888889,0.555555556,0.580777096,0.487704918,0.285714286,0
0.55017301,0.173913043,0.561591696,0.064333404,0.310348173,0.333333333,0.333333333,0.63190184,0.803278689,0,0
0.72733564,1,0.958823529,0.8774675,0.165640659,0.777777778,0.444444444,0.18200409,0.69057377,1,0
0.943252595,0.173913043,0.24532872,0.877489816,0.242778144,0.222222222,0.444444444,0.171779141,0.581967213,0.214285714,1
0.937024221,0.304347826,0.757439446,0.330376399,0.266754854,0.666666667,0.666666667,0.556237219,0.040983607,0.785714286,1
0.948788927,0.391304348,0.316608997,0.340378986,0.335128438,0.222222222,0.444444444,0.685071575,0.526639344,0.857142857,0
0.867820069,0.695652174,0.994463668,0.989309481,0.750671659,0.666666667,0.222222222,0.382413088,0.727459016,0.214285714,0
0.130795848,0.347826087,0.917301038,0.626285004,0.572409825,1,1,0.323108384,0.211065574,0.642857143,0
0.86366782,0.913043478,0.517301038,0.531380312,0.988573623,1,0.444444444,0.494887526,0.950819672,0.428571429,0
0.974394464,0.782608696,0.497923875,0.838361667,0.414539499,0.555555556,0.666666667,0.147239264,0.93647541,0.571428571,0
0.968858131,0.565217391,0.104844291,0.285237311,0.755166036,0.111111111,0.444444444,0.977505112,0.881147541,0.071428571,0
0.903806228,0.304347826,0.253979239,0.429197889,0.873288614,0.222222222,0.444444444,0.942740286,0.524590164,0.785714286,0
0.437370242,0.347826087,0.808650519,0.267715332,0.679948823,0.555555556,0.888888889,0.098159509,0.413934426,0.928571429,0
0.433910035,0.913043478,0.678892734,0.789347068,0.411655736,0.333333333,0.222222222,0.204498978,0.631147541,0,0
0.67266436,0.434782609,0.743252595,0.573433095,0.754894399,0.555555556,0.555555556,0.00204499,0.532786885,0.071428571,0
0.887197232,0.956521739,0.694809689,0.658949405,0.202538919,0,0,0.496932515,0.215163934,0.428571429,0
0.956401384,0,0.999307958,0.252238562,0.326970912,1,1,0.357873211,0.510245902,0.857142857,0
0.490657439,0.565217391,0.332179931,0.22014138,0.547071497,0,0.444444444,0.484662577,0.864754098,0.642857143,0
0.992387543,0.173913043,0.35467128,0.48841803,0.575922449,0.222222222,0.777777778,0.811860941,0.448770492,0.357142857,0
0.448442907,0.869565217,0.737370242,0.737727472,0.020211803,0.777777778,0.444444444,0.118609407,0.772540984,0.214285714,0
0.219377163,0.565217391,0.821453287,0.525300663,0.947259535,0.777777778,0.888888889,0.719836401,0.450819672,0,0
0.86366782,0.130434783,0.990311419,0.032472689,0.697675523,0.333333333,0.555555556,0.200408998,0.524590164,0.857142857,0
0.869896194,0.913043478,0.509342561,0.868775424,0.495864904,0.555555556,0.777777778,0.901840491,0.407786885,0,0
0.47266436,0.956521739,0.865051903,0.064529119,0.935219657,0.777777778,1,0.732106339,0.74795082,0.285714286,0
0.458823529,0,0.673356401,0.95608984,0.439006788,0.666666667,0.777777778,0.901840491,0.524590164,1,1
0.966782007,0.913043478,0.925605536,0.024965407,0.982736865,0.666666667,0.222222222,0.887525562,0.711065574,0,0
0.869204152,0.956521739,0.406920415,0.694591707,0.512519117,0.333333333,0.666666667,0.955010225,0.456967213,0.785714286,0
0.78615917,0.782608696,0.229411765,0.082057608,0.112762924,0.888888889,0.666666667,0.00204499,0.409836066,1,0
0.305190311,0.304347826,0.003460208,0.910920499,0.766150218,1,1,0.494887526,0.459016393,0.428571429,0
0.389619377,0.608695652,0.399653979,0.46446527,0.679867699,0.555555556,0.555555556,0.605316973,0.479508197,0.857142857,0
0.893425606,0.869565217,0.10449827,0.137400585,0.774372108,0.222222222,0.666666667,0.429447853,0.370901639,0.714285714,0
0.975086505,0.608695652,0.609688581,0.340789037,0.953615314,0.444444444,0.111111111,0.249488753,0.405737705,0,0
0.975778547,0.347826087,0.978892734,0.164714449,0.777890153,0.444444444,0.888888889,0.466257669,0.727459016,0,0
0.78615917,0.869565217,0.014186851,0.170474418,0.612008287,0.444444444,1,0.165644172,0.5,0.071428571,0
0.658131488,0.347826087,0.325951557,0.948370013,0.85906658,0.777777778,1,0.292433538,0.905737705,0.857142857,0
0.764013841,0.391304348,0.826643599,0.445269035,0.674191462,0.888888889,0,0.791411043,0.719262295,0.928571429,1
0.483044983,0.826086957,0.466435986,0.788988315,0.407893515,0.888888889,0,0.284253579,0.223360656,0.714285714,0
0.077508651,0.869565217,0.880276817,0.63972077,0.887502437,0.555555556,0.222222222,0.057259714,0.008196721,0.785714286,1
0.000692042,0.347826087,0.833910035,0.676559055,0.220852744,0.555555556,0.222222222,0.797546012,0.479508197,0.642857143,1
0.443598616,0.086956522,0.307612457,0.13156748,0.71576906,0.888888889,0,0.550102249,0.256147541,0.142857143,0
0.151557093,0.826086957,0.855709343,0.234107153,0.883428219,0.333333333,0.666666667,0.503067485,0.209016393,0.857142857,0
0.59100346,0.434782609,0.347058824,0.786935412,0.732517928,0.555555556,0.333333333,0.022494888,0.481557377,0.714285714,0
0.86366782,0.217391304,0.006574394,0.971038657,0.698326532,0.333333333,1,0.72392638,0.821721311,1,1
0.265743945,0.043478261,0.140138408,0.262611877,0.75393384,0,0.111111111,0.793456033,0.979508197,0,1
0.986851211,0.260869565,0.922145329,0.271509222,0.465081085,0.666666667,1,0.687116564,0.31352459,1,0
0.797923875,0.739130435,0.350519031,0.472933185,0.876002806,1,0.444444444,0.214723926,0.522540984,0.571428571,1
0.744636678,0.043478261,0.115570934,0.984118972,0.202307238,0.555555556,0.555555556,0.063394683,0.477459016,0.642857143,0
0.50449827,0.695652174,0.635640138,0.268898164,0.12592141,0.888888889,0.888888889,0.149284254,0.588114754,0.5,0
0.995847751,0.434782609,0.396539792,0.406976659,0.284741901,0.666666667,0.333333333,0.347648262,0.077868852,0.285714286,1
0.170242215,0.47826087,0.846020761,0.89171482,0.531896936,0.666666667,0.111111111,0.687116564,0.586065574,0.857142857,1
0.577854671,0.782608696,0.982352941,0.002733931,0.510788549,0.111111111,0.444444444,0.139059305,0.399590164,0.714285714,0
0.139792388,0.913043478,0.63183391,0.039596358,0.822194356,0.888888889,0.222222222,0.613496933,0.555327869,0.071428571,1
0.835294118,1,0.246712803,0.604170014,0.404327439,1,0.111111111,0.738241309,0.778688525,0.285714286,1
0.084429066,0.260869565,0.016955017,0.907622519,0.484455427,0.888888889,0,0.278118609,0.536885246,0.357142857,1
0.276816609,0.826086957,0.111418685,0.238781585,0.011399273,0.555555556,1,0.883435583,0.112704918,0.928571429,1
0.530103806,0.217391304,0.272318339,0.469676281,0.409520848,0.222222222,0.111111111,0.850715746,0.606557377,1,1
0.202768166,0.869565217,0.048096886,0.450490703,0.648606793,0,0.555555556,0.987730061,0.196721311,0,0
0.193079585,1,0.161937716,0.473007434,0.013549372,0.333333333,0.777777778,0.202453988,0.276639344,0.714285714,1
0.611072664,0,0.271626298,0.622626792,0.280094658,0.222222222,0.222222222,0.296523517,0.766393443,0.214285714,0
0.13633218,0.695652174,0.631141869,0.469778318,0.206847078,0,0.888888889,0.016359918,0.174180328,0.571428571,1
0.678892734,0.434782609,0.469204152,0.447492119,0.040143369,0.222222222,0.888888889,0.124744376,0.854508197,0.071428571,0
0.519723183,0.913043478,0.662629758,0.474325133,0.479348643,0.333333333,0.111111111,0.376278119,0.491803279,0.285714286,0
0.098961938,0.739130435,0.332871972,0.590959508,0.180498191,0.777777778,0.777777778,0.057259714,0.403688525,0,0
0.420761246,0.869565217,0.128373702,0.537073982,0.744334891,0.888888889,1,0.777096115,0.944672131,0.214285714,0
0.847058824,0.695652174,0.878892734,0.85435307,0.849644143,0.222222222,0.444444444,0.231083845,0.891393443,0.214285714,0
0.793771626,0.260869565,0.585121107,0.049331867,0.545966568,0.555555556,0.333333333,0.942740286,0.631147541,0.357142857,1
0.128719723,0.695652174,0.967820069,0.833524259,0.984014252,1,1,0.834355828,0.168032787,0.642857143,1
0.933564014,0.826086957,0.407612457,0.844136837,0.450440051,0.444444444,0.444444444,0.290388548,0.491803279,0.571428571,0
0.320415225,0.347826087,0.808650519,0.284854813,0.513607354,0.555555556,0.333333333,0.795501022,0.571721311,0.142857143,1
0.949480969,0.695652174,0.577854671,0.462883238,0.991557822,0.333333333,0.777777778,0.243353783,0.657786885,0.571428571,1
0.456055363,0.826086957,0.035986159,0.438558227,0.230543316,1,0.333333333,0.345603272,0.512295082,0.357142857,0
0.528027682,0.913043478,0.498961938,0.218425098,0.944679947,0.555555556,1,0.319018405,0.385245902,0.428571429,0
